"gene_id","class","toxin_family","Ctzot-CLP2364","Ctzot-CLP2366","Ctzot-CLP2383","Ctzot-CLP2903","Average"
"ngenContig2575||Nontoxin_ChorrA_FerritinA_xng","Nontoxin","NT",78.61,54.31,166.19,79.8,94.7275
"ngenContig2576||84549at32523","Nontoxin","NT",27.35,18.66,38.57,12.54,24.28
"ngenContig2576||Nontoxin_ChorrA_TF-BTF3-1_xng","Nontoxin","NT",81.82,111.52,140.43,75.14,102.2275
"ngenContig2578||289591at32523","Nontoxin","NT",52.85,70.95,72.86,126.71,80.8425
"ngenContig257||Nontoxin_ChorrA_NADHDehydro-1a11_xng","Nontoxin","NT",25.86,28.42,40.53,38.91,33.43
"ngenContig2580||Nontoxin_ChorrA_MitogenActKinKin1_xng","Nontoxin","NT",19.83,15.93,22.11,30.37,22.06
"ngenContig2586||Nontoxin_ChorrA_Actin23comp3_1f2160","Nontoxin","NT",53.56,64.5,63.63,85.02,66.6775
"ngenContig2589||52562at32523__RNB","Nontoxin","NT",19.61,23.69,13.87,21.56,19.6825
"ngenContig2589||Nontoxin_ChorrA_TComplex1eta_xng","Nontoxin","NT",19.21,26.87,19.24,53.79,29.7775
"ngenContig2590||Nontoxin_ChorrA_HistoneH2A_xng","Nontoxin","NT",1.99,0.58,14.43,101.11,29.5275
"ngenContig2593||Nontoxin_ChorrA_Sec1_xng","Nontoxin","NT",47.25,66.68,58.32,30.64,50.7225
"ngenContig2594||Nontoxin_ChorrA_SerThrPP-PP1b_xng","Nontoxin","NT",80.12,50.94,113.48,39.12,70.915
"ngenContig2598||Nontoxin_ChorrA_AldoKetoRed1B1_1f8693","Nontoxin","NT",55.13,76.16,62.16,83.65,69.275
"ngenContig2600||Nontoxin_ChorrA_TComplex1-z_xng","Nontoxin","NT",38.32,62.61,50.16,64.3,53.8475
"ngenContig2601||Nontoxin_ChorrA_Proteasome13_xng","Nontoxin","NT",19.02,19.81,22.98,26.71,22.13
"ngenContig2602||88030at32523__CARM1","Nontoxin","NT",15.17,26.46,37.48,29.34,27.1125
"ngenContig2604||sp|O14602|IF1AY_HUMAN","Nontoxin","NT",142.92,173.86,223.24,139.75,169.9425
"ngenContig2610||Nontoxin_ChorrA_RegG2_xng","Nontoxin","NT",103.37,245.54,137.08,47.12,133.2775
"ngenContig2611||Nontoxin_ChorrA_RhoA_xng","Nontoxin","NT",61.47,72.31,64.55,58.55,64.22
"ngenContig2612||Nontoxin_ChorrA_ADPRibosyl6_xng","Nontoxin","NT",36.51,40.36,55.17,43.76,43.95
"ngenContig2616||Nontoxin_ChorrA_GlyoxylateRed_1f4339","Nontoxin","NT",15.58,16.2,38.74,75.72,36.56
"ngenContig2616||sp|P35276.1|","Nontoxin","NT",18.43,20.8,25.25,8.08,18.14
"ngenContig2617||Nontoxin_ChorrA_TMP9B_xng","Nontoxin","NT",79.15,60.1,108.78,65.67,78.425
"ngenContig2622||Nontoxin_ChorrA_Proteasome-a2_xng","Nontoxin","NT",90.14,130.19,200.03,110.46,132.705
"ngenContig2624||DUF4500","Nontoxin","NT",74.54,95.24,130.29,48.21,87.07
"ngenContig2624||Nontoxin_ChorrA_EukTran4E_1f4398","Nontoxin","NT",34.09,50.55,61.82,35.18,45.41
"ngenContig2627||Nontoxin_ChorrA_PyrrolineCR2_xng","Nontoxin","NT",17.95,39.8,24.56,22.28,26.1475
"ngenContig2628||Nontoxin_ChorrA_EF1-e-1_xng","Nontoxin","NT",33.34,40.73,50.21,41.1,41.345
"ngenContig2629||Ribosomal_L11_N","Nontoxin","NT",17.9,30.76,43.06,53.11,36.2075
"ngenContig2632||sp|Q5ZIT5.1|","Nontoxin","NT",24.32,34.06,27.48,20.59,26.6125
"ngenContig2633||Nontoxin_ChorrA_ProteasomeAct1_xng","Nontoxin","NT",28.4,49.04,26.76,46.7,37.725
"ngenContig2636||Nontoxin_ChorrA_DyneinLightRdblk2_xng","Nontoxin","NT",130.43,138.19,186.98,123.31,144.7275
"ngenContig2638||Nontoxin_ChorrA_Proteolipid2_xng","Nontoxin","NT",47.13,67.15,64.43,81.88,65.1475
"ngenContig2639||Nontoxin_ChorrA_VacuolarSorting29_xng","Nontoxin","NT",31.74,42.93,47.8,44.84,41.8275
"ngenContig2643||Nontoxin_ChorrA_U1snRNPA_xng","Nontoxin","NT",9.01,17.79,7.34,29.94,16.02
"ngenContig2645||Nontoxin_ChorrA_RNAPolTran-p15_xng","Nontoxin","NT",47.7,63.07,95.98,74.46,70.3025
"ngenContig2645||sp|P14685.3|","Nontoxin","NT",26.44,32.57,29.98,30.2,29.7975
"ngenContig2655||Nontoxin_ChorrA_CytCO7A2_xng","Nontoxin","NT",0,0,0,0,0
"ngenContig2656||Nontoxin_ChorrA_CytCO7A2_xng","Nontoxin","NT",50.14,63.21,72.98,43.84,57.5425
"ngenContig2661||Nontoxin_ChorrA_AcetylCoA_xng","Nontoxin","NT",26.73,34.14,49.88,21.01,32.94
"ngenContig2662||Nontoxin_ChorrA_CysGly1_xng","Nontoxin","NT",37.57,35.25,46,49.56,42.095
"ngenContig2665||Nontoxin_ChorrA_Sirtuin5_xng","Nontoxin","NT",26.09,30.25,27.14,27.49,27.7425
"ngenContig2666||Nontoxin_ChorrA_LLP_xng","Nontoxin","NT",19.98,47.69,35.39,48.96,38.005
"ngenContig2667||Nontoxin_ChorrA_TMP14C-1_xng","Nontoxin","NT",102.65,140,195.44,105.18,135.8175
"ngenContig2667||sp|Q969V3.2|","Nontoxin","NT",16.29,22.96,22.62,30.28,23.0375
"ngenContig2670||Nontoxin_ChorrA_SUMO-UBC9-B_xng","Nontoxin","NT",17.2,31.86,29.3,49.8,32.04
"ngenContig2673||Nontoxin_ChorrA_Nuclear1_xng","Nontoxin","NT",39.2,63.97,271.11,93.97,117.0625
"ngenContig2677||Nontoxin_ChorrA_FKBP3_1f4086","Nontoxin","NT",54.31,88.34,105.51,43.21,72.8425
"ngenContig2681||Nontoxin_ChorrA_TEFB1_xng","Nontoxin","NT",99.15,92.87,165.6,88.49,111.5275
"ngenContig2682||Nontoxin_ChorrA_LactoglutathioneLyase_xng","Nontoxin","NT",72.8,51.46,64.63,33.33,55.555
"ngenContig2683||Nontoxin_ChorrA_IscU_xng","Nontoxin","NT",35.02,41.97,57.55,73.56,52.025
"ngenContig2684||sp|Q5ZK40|SNF5_CHICK","Nontoxin","NT",38.54,32.62,30.7,32.17,33.5075
"ngenContig2685||231266at32523","Nontoxin","NT",18.44,19.65,12.72,54.85,26.415
"ngenContig2687||Nontoxin_ChorrA_NHP2_xng","Nontoxin","NT",42.43,95.82,68.09,64.99,67.8325
"ngenContig2696||Nontoxin_ChorrA_GNBP-a_xng","Nontoxin","NT",29.83,18.29,45.91,25.43,29.865
"ngenContig2697||Nontoxin_ChorrA_PPCTI-C_xng","Nontoxin","NT",31.73,47.42,69.25,31.99,45.0975
"ngenContig269||Nontoxin_ChorrA_ImmatColonCar_1f5688","Nontoxin","NT",20.72,36.36,31.6,19.15,26.9575
"ngenContig2702||sp|P62837.1|","Nontoxin","NT",40.38,51.06,51.29,45.24,46.9925
"ngenContig2703||Nontoxin_ChorrA_SpermAntigen7_xng","Nontoxin","NT",21.44,13.36,18.8,64.35,29.4875
"ngenContig2704||267689at32523","Nontoxin","NT",14.3,40.63,36.13,50.8,35.465
"ngenContig2706||Nontoxin_ChorrA_mSCO1_xng","Nontoxin","NT",19.48,28.27,19.43,32.77,24.9875
"ngenContig2708||Sdh5","Nontoxin","NT",35.5,44.24,50.04,81.03,52.7025
"ngenContig2709||Nontoxin_ChorrA_NADHDehydro-1a12_xng","Nontoxin","NT",84.9,157.27,160.88,101.02,126.0175
"ngenContig2710||sp|Q5E9Q4|NECP2_BOVIN","Nontoxin","NT",18.65,20.45,16.15,30.38,21.4075
"ngenContig2714||Nontoxin_ChorrA_GST-mu_xng","Nontoxin","NT",135.22,156.59,153.63,68.52,128.49
"ngenContig2723||Nontoxin_ChorrA_SBDS_xng","Nontoxin","NT",39.58,39.47,58.78,39.16,44.2475
"ngenContig2734||Nontoxin_ChorrA_TIF6_xng","Nontoxin","NT",28.17,30.78,29.79,37.28,31.505
"ngenContig2736||Nontoxin_ChorrA_PeroxideReductase_xng","Nontoxin","NT",39.12,38.08,62.11,50.09,47.35
"ngenContig2737||Nontoxin_ChorrA_Nat13_xng","Nontoxin","NT",37.86,39.34,54.1,44.49,43.9475
"ngenContig2743||232542at32523","Nontoxin","NT",0.19,0.17,8.15,31.64,10.0375
"ngenContig2749||Nontoxin_ChorrA_SAP18_xng","Nontoxin","NT",25.98,46.05,59.66,50.44,45.5325
"ngenContig2756||Nontoxin_ChorrA_ProteasomeMat_xng","Nontoxin","NT",101.49,96.8,100.5,85.04,95.9575
"ngenContig2759||282396at32523","Nontoxin","NT",140.36,13.26,199.21,0,88.2075
"ngenContig2759||Nontoxin_ChorrA_UbConjE2G2_xng","Nontoxin","NT",58.96,62.54,56.53,49.15,56.795
"ngenContig2760||Nontoxin_ChorrA_ProteasomeDSS1_xng","Nontoxin","NT",49.89,97.33,304.78,159.57,152.8925
"ngenContig2762||Nontoxin_ChorrA_MemMgTrans_xng","Nontoxin","NT",75.82,74.5,102.16,95.41,86.9725
"ngenContig2766||sp|Q9WUD1|CHIP_MOUSE","Nontoxin","NT",14.2,15.39,14.66,25.57,17.455
"ngenContig2772||Nontoxin_ChorrA_RibonucleaseH1_xng","Nontoxin","NT",23.4,30.17,25.41,25.82,26.2
"ngenContig2779||Nontoxin_ChorrA_EpididymalSecretory-E1_xng","Nontoxin","NT",66.18,62.41,108.13,63.52,75.06
"ngenContig277||301160at32523","Nontoxin","NT",26.44,14.23,38.37,36.61,28.9125
"ngenContig2785||Nontoxin_ChorrA_Proteosome12_xng","Nontoxin","NT",31.93,39.83,42.6,25.99,35.0875
"ngenContig2786||Nontoxin_ChorrA_RpL22-2_xng","Nontoxin","NT",148.18,51.08,62.97,109.04,92.8175
"ngenContig2790||245583at32523","Nontoxin","NT",9.73,27.21,33.62,23.76,23.58
"ngenContig2799||Nontoxin_ChorrA_ATPSynCoupling6_xng","Nontoxin","NT",56.94,67.89,68.35,69.8,65.745
"ngenContig2802||Nontoxin_ChorrA_Prefoldin6_xng","Nontoxin","NT",52.01,64.64,73.56,77.85,67.015
"ngenContig2804||Nontoxin_ChorrA_RibonucleaseH2C_xng","Nontoxin","NT",18.48,10,21.26,45.21,23.7375
"ngenContig2805||Nontoxin_ChorrA_C7orf26_xng","Nontoxin","NT",6.69,16.88,7.27,23.72,13.64
"ngenContig2815||sp|Q9HB07|MYG1_HUMAN","Nontoxin","NT",16.49,27.67,25.17,43.3,28.1575
"ngenContig2819||Nontoxin_ChorrA_tom5_xng","Nontoxin","NT",116.71,66.99,131.58,232.56,136.96
"ngenContig281||Nontoxin_ChorrA_Peptidyl-tRNAHydrolase2_xng","Nontoxin","NT",18.28,25.03,16.33,27.82,21.865
"ngenContig2822||Nontoxin_ChorrA_mRpL17_xng","Nontoxin","NT",10.41,17.16,11.31,40.41,19.8225
"ngenContig2833||sp|Q6BBI8|UFC1_RAT","Nontoxin","NT",134.4,143.61,214.52,111.81,151.085
"ngenContig2842||107285at32523","Nontoxin","NT",26.16,35.97,34.65,27.79,31.1425
"ngenContig2848||Nontoxin_ChorrA_Archease_xng","Nontoxin","NT",46.81,61.58,81.65,72.25,65.5725
"ngenContig2854||Nontoxin_ChorrA_TF-Y-g1_xng","Nontoxin","NT",14.52,14.2,15.59,27.58,17.9725
"ngenContig2856||Nontoxin_ChorrA_Nucleoplasmin3_xng","Nontoxin","NT",30.81,35.33,65.49,47.52,44.7875
"ngenContig2857||Nontoxin_ChorrA_Prefoldin5_xng","Nontoxin","NT",47.5,67.42,91.23,66.84,68.2475
"ngenContig2858||sp|Q3T196|YIF1A_BOVIN","Nontoxin","NT",73.13,90.22,64.27,50.04,69.415
"ngenContig2862||Nontoxin_ChorrA_M6PIsomerase_xng","Nontoxin","NT",8.42,15.17,11.42,27.42,15.6075
"ngenContig2864||Nontoxin_ChorrA_Derlin1_xng","Nontoxin","NT",46.96,75.79,54.35,29.81,51.7275
"ngenContig2866||Nontoxin_ChorrA_AnnexinA1_xng","Nontoxin","NT",60.29,14.8,168.01,43.99,71.7725
"ngenContig2869||Nontoxin_ChorrA_SerThrKin_xng","Nontoxin","NT",16.21,18.96,21.16,26.09,20.605
"ngenContig2873||Nontoxin_ChorrA_Chitinase3_xng","Nontoxin","NT",39.25,9.2,6.6,33.46,22.1275
"ngenContig2874||Nontoxin_ChorrA_SNRp-SmD2_xng","Nontoxin","NT",42.76,35.81,85.24,69.36,58.2925
"ngenContig2875||Nontoxin_ChorrA_RuvB2_xng","Nontoxin","NT",8.54,10.08,29.27,26.97,18.715
"ngenContig2877||Nontoxin_ChorrA_Brain44-1_xng","Nontoxin","NT",54.98,98.44,89.71,68.93,78.015
"ngenContig2879||Nontoxin_ChorrA_ElectronTransFlavo_xng","Nontoxin","NT",15.86,20.76,33.21,47.38,29.3025
"ngenContig2882||sp|P62875.1|","Nontoxin","NT",27.34,56.34,75.17,62.06,55.2275
"ngenContig2884||Nontoxin_ChorrA_NOB1_xng","Nontoxin","NT",12.22,17.3,8.7,31.76,17.495
"ngenContig2886||Nontoxin_ChorrA_NucCap2_xng","Nontoxin","NT",44.21,53.26,53.8,79.33,57.65
"ngenContig288||Nontoxin_ChorrA_Methylthioribulose-P-Dehydratase_xng","Nontoxin","NT",18.57,20.82,22.05,20.31,20.4375
"ngenContig2890||Nontoxin_ChorrA_CystatinB_xng","Nontoxin","NT",89.16,74.4,103.69,53.6,80.2125
"ngenContig2891||Nontoxin_ChorrA_CyclinKin_1f9162","Nontoxin","NT",1.85,0.33,26.18,37.91,16.5675
"ngenContig2894||Nontoxin_ChorrA_Vcrk-CT10_xng","Nontoxin","NT",22.27,18.97,19.99,33.1,23.5825
"ngenContig2895||Nontoxin_ChorrA_mRpL20_xng","Nontoxin","NT",27.68,40.92,57.36,45.27,42.8075
"ngenContig2896||Nontoxin_ChorrA_RINGBox2_xng","Nontoxin","NT",121.8,97.59,109.31,105.58,108.57
"ngenContig2897||Nontoxin_ChorrA_Cathepsin-L1_xng","Nontoxin","NT",30.09,14.87,34.26,31.26,27.62
"ngenContig2898||Nontoxin_ChorrA_CDC42_xng","Nontoxin","NT",44.04,50.47,26.74,47.25,42.125
"ngenContig28||259647at32523","Nontoxin","NT",18.03,37.61,40.86,19.47,28.9925
"ngenContig2902||292291at32523","Nontoxin","NT",56.89,103.37,80.32,103.43,86.0025
"ngenContig2908||Nontoxin_ChorrA_AMPKin-b1_xng","Nontoxin","NT",39.05,31.93,35.89,32.6,34.8675
"ngenContig2914||sp|Q9Y4P3|TBL2_HUMAN","Nontoxin","NT",42.39,58.56,56.45,34.21,47.9025
"ngenContig2917||sp|O75494|SRS10_HUMAN","Nontoxin","NT",14.42,14.76,19.09,27.03,18.825
"ngenContig2920||Nontoxin_ChorrA_Ub5_xng","Nontoxin","NT",76.53,82.03,178.13,85.71,105.6
"ngenContig2924||Nontoxin_ChorrA_ActinRel2_xng","Nontoxin","NT",19.35,21.63,28.94,27.61,24.3825
"ngenContig2927||Nontoxin_ChorrA_RLP24_xng","Nontoxin","NT",54.47,55.74,75.19,80.06,66.365
"ngenContig2933||166773at32523","Nontoxin","NT",89.54,92.62,84.93,85.87,88.24
"ngenContig2936||sp|Q98SH3|ADRM1_CHICK","Nontoxin","NT",20.14,21.9,16.82,33.38,23.06
"ngenContig2937||NADH_B2","Nontoxin","NT",129.34,185.18,207.72,91.58,153.455
"ngenContig2941||Nontoxin_ChorrA_RWD1_1f2108","Nontoxin","NT",22.16,60.81,54.14,26.6,40.9275
"ngenContig2942||sp|Q3T0U1|MESD_BOVIN","Nontoxin","NT",28.21,33.92,53.69,54.52,42.585
"ngenContig2945||Nontoxin_ChorrA_UbConjATG3_xng","Nontoxin","NT",17.74,36.19,41.22,33.13,32.07
"ngenContig2948||Nontoxin_ChorrA_26SregS10B_1f2539","Nontoxin","NT",30.08,42.57,50.11,32.3,38.765
"ngenContig294||sp|Q32PE9|LSM3_BOVIN","Nontoxin","NT",27.55,36.06,41.96,55.87,40.36
"ngenContig2950||Nontoxin_ChorrA_NADHDehydro-1a10_xng","Nontoxin","NT",29.88,36.42,32.78,30.26,32.335
"ngenContig2956||Nontoxin_ChorrA_HPFB1_xng","Nontoxin","NT",72.74,87.64,126.63,71.15,89.54
"ngenContig2959||Nontoxin_ChorrA_TMP203_xng","Nontoxin","NT",26.71,34.8,55.48,85.79,50.695
"ngenContig2960||Nontoxin_ChorrA_BRICK1_xng","Nontoxin","NT",83.32,69.34,78.6,77.04,77.075
"ngenContig2962||Nontoxin_ChorrA_Brain44-2_xng","Nontoxin","NT",96.87,96.75,95.21,70.9,89.9325
"ngenContig2965||Nontoxin_ChorrA_Splicing3B-5_xng","Nontoxin","NT",25.04,25.69,19.5,68.87,34.775
"ngenContig2968||Nontoxin_ChorrA_SignalRec19_xng","Nontoxin","NT",44.02,108.12,89.18,73.98,78.825
"ngenContig2969||Nontoxin_ChorrA_CytC_xng","Nontoxin","NT",75.96,82.4,146.3,87.04,97.925
"ngenContig2972||Nontoxin_ChorrA_PLA2-XIIA_1f6165","Nontoxin","NT",28.52,56.04,33.54,20.96,34.765
"ngenContig2975||301474at32523","Nontoxin","NT",24.13,9.61,31.1,21.94,21.695
"ngenContig2985||Nontoxin_ChorrA_drebrin1_1f1627","Nontoxin","NT",19.78,11.34,16.71,29.47,19.325
"ngenContig2989||Nontoxin_ChorrA_HSP90-Cdc37_xng","Nontoxin","NT",34.33,37.97,55.44,29.87,39.4025
"ngenContig298||243263at32523__NICE-3","Nontoxin","NT",16.24,23.38,14.33,18.37,18.08
"ngenContig2990||Nontoxin_ChorrA_LOC417941_xng","Nontoxin","NT",30.81,18.61,41.21,41.49,33.03
"ngenContig2993||Nontoxin_ChorrA_Tetraspanin31_xng","Nontoxin","NT",44.48,35.63,33.82,41.88,38.9525
"ngenContig2995||sp|Q13442|HAP28_HUMAN","Nontoxin","NT",32.52,25.41,29.71,45.88,33.38
"ngenContig2997||Rib_hydrolayse","Nontoxin","NT",31.28,37.78,57,29.21,38.8175
"ngenContig3000||Nontoxin_ChorrA_CWC15_xng","Nontoxin","NT",13.07,20.75,22.59,30.21,21.655
"ngenContig3006||Nontoxin_ChorrA_CellDivCycle123_xng","Nontoxin","NT",38.27,54.02,38.23,29.1,39.905
"ngenContig3010||157369at32523","Nontoxin","NT",6.98,14.77,14.87,4.62,10.31
"ngenContig3012||sp|P00389.1|","Nontoxin","NT",31.02,9.96,27.13,8.7,19.2025
"ngenContig3013||MHC_I","Nontoxin","NT",15.7,7.48,9.15,34.13,16.615
"ngenContig3025||sp|Q9BV94.2|","Nontoxin","NT",34.05,39.6,41.32,16.97,32.985
"ngenContig302||sp|Q4R3I0|MTX1_MACFA","Nontoxin","NT",7.11,10.45,5.83,17.84,10.3075
"ngenContig3038||Nontoxin_ChorrA_NADHDehydro-1b10_xng","Nontoxin","NT",55.77,60.91,58.65,69.06,61.0975
"ngenContig303||Nontoxin_ChorrA_LZIC_xng","Nontoxin","NT",15.38,12.64,12.91,27.2,17.0325
"ngenContig3042||Nontoxin_ChorrA_NucDistE1_xng","Nontoxin","NT",1.6,2.13,11.84,30.5,11.5175
"ngenContig3045||Nontoxin_ChorrA_SerThrPP-PP1a_xng","Nontoxin","NT",34.5,22.88,24.55,29.32,27.8125
"ngenContig3046||Nontoxin_ChorrA_HCLS1-X1_xng","Nontoxin","NT",40.75,47.17,24.35,45.81,39.52
"ngenContig3047||Nontoxin_ChorrA_FAM18B1_xng","Nontoxin","NT",74.71,51.8,115.69,57.72,74.98
"ngenContig3048||Nontoxin_ChorrA_CytB-c1-8_xng","Nontoxin","NT",113.26,84.08,116.53,60.41,93.57
"ngenContig304||MRPL52","Nontoxin","NT",15.72,63.83,66.89,52.57,49.7525
"ngenContig3051||Nontoxin_ChorrA_GlycolipidTransfer_xng","Nontoxin","NT",16.64,14.16,8.54,30.83,17.5425
"ngenContig3054||sp|Q921Y4.1|","Nontoxin","NT",37.22,54.06,47.41,31.13,42.455
"ngenContig3055||Nontoxin_ChorrA_ID-g1_xng","Nontoxin","NT",27.42,19.33,24.68,28.24,24.9175
"ngenContig3058||Nontoxin_ChorrA_VesicleTrafficking-SEC22b_xng","Nontoxin","NT",35.12,46.03,60.4,25.27,41.705
"ngenContig3064||Nontoxin_ChorrA_tim16B_1f2582","Nontoxin","NT",62.75,87.92,67.46,84.66,75.6975
"ngenContig3068||Nontoxin_ChorrA_MultivesicularBody1b-1_xng","Nontoxin","NT",51.28,51.9,64.93,37.31,51.355
"ngenContig3071||Nontoxin_ChorrA_C6orf62_xng","Nontoxin","NT",34.4,25.71,30.7,22.07,28.22
"ngenContig3073||Nontoxin_ChorrA_TIF-IIA2_xng","Nontoxin","NT",21.64,29.31,27.63,49.6,32.045
"ngenContig3076||Nontoxin_ChorrA_Reticulocalbin1_xng","Nontoxin","NT",23.21,123.82,90.31,38.11,68.8625
"ngenContig3077||sp|Q62384|ZPR1_MOUSE","Nontoxin","NT",16.31,23.56,16.3,30.39,21.64
"ngenContig3080||275418at32523__ATP-synt_S1","Nontoxin","NT",24.45,25.34,26.79,29.57,26.5375
"ngenContig3080||sp|Q8WVQ1.1|","Nontoxin","NT",18.31,21.18,13.87,20.54,18.475
"ngenContig3082||Nontoxin_ChorrA_UbLig-RBX1_xng","Nontoxin","NT",160.45,172.03,223.66,107.04,165.795
"ngenContig3083||Nontoxin_ChorrA_SmallAcidic_xng","Nontoxin","NT",15.15,26.06,29.3,42.3,28.2025
"ngenContig3087||Nontoxin_ChorrA_SecPLA2_1f1674","Nontoxin","NT",8.5,1.46,1.59,20.99,8.135
"ngenContig3088||Nontoxin_ChorrA_Flotillin2_xng","Nontoxin","NT",14.12,12,12.93,23.24,15.5725
"ngenContig3089||171646at32523__WD40","Nontoxin","NT",14.77,26.2,20.25,34.82,24.01
"ngenContig3091||TFIID_30kDa","Nontoxin","NT",9.11,12.31,15.1,40.31,19.2075
"ngenContig3092||Nontoxin_ChorrA_TMP183_xng","Nontoxin","NT",28.7,41.05,38.91,35.65,36.0775
"ngenContig3093||22990at32523","Nontoxin","NT",16.15,19.99,17.02,22.35,18.8775
"ngenContig3103||Nontoxin_ChorrA_Bystin_xng","Nontoxin","NT",20.76,28.92,20.61,29.24,24.8825
"ngenContig3104||272037at32523__HMG_box","Nontoxin","NT",27.34,32.04,44.93,40.15,36.115
"ngenContig3109||Nontoxin_ChorrA_TubFoldingCoFactB_xng","Nontoxin","NT",11.37,7.95,19.17,28.12,16.6525
"ngenContig3111||Nontoxin_ChorrA_MID1_xng","Nontoxin","NT",17.22,10.82,19.15,34.78,20.4925
"ngenContig3113||Nontoxin_ChorrA_39SL21_1f2657","Nontoxin","NT",25.76,59.21,94.99,74.97,63.7325
"ngenContig3115||Nontoxin_ChorrA_Ubiquinone1a-8_xng","Nontoxin","NT",50.77,78.31,40.16,59.56,57.2
"ngenContig3115||sp|Q2KI84.1|","Nontoxin","NT",31.02,37.05,42.91,36.51,36.8725
"ngenContig3120||Nontoxin_ChorrA_DensityReg_xng","Nontoxin","NT",20.37,33,23.58,28.65,26.4
"ngenContig3123||XTBD","Nontoxin","NT",30.1,30.13,83.91,89.96,58.525
"ngenContig3129||Nontoxin_ChorrA_PMP-22_xng","Nontoxin","NT",74.66,31.37,126.63,76.38,77.26
"ngenContig3133||Nontoxin_ChorrA_FAM50A_xng","Nontoxin","NT",20.24,33.46,31.55,24.34,27.3975
"ngenContig3134||sp|Q28479|IDH3B_MACFA","Nontoxin","NT",14.97,15.57,17.03,25.91,18.37
"ngenContig3135||Nontoxin_ChorrA_MedRNAPolII_xng","Nontoxin","NT",85.9,41.07,63.81,64.74,63.88
"ngenContig3140||sp|O88312.1|","Nontoxin","NT",93.28,0,103.45,1.5,49.5575
"ngenContig3143||sp|Q7TQI3|OTUB1_MOUSE","Nontoxin","NT",16.6,21.01,18.03,38.96,23.65
"ngenContig3147||TMEM238","Nontoxin","NT",72.85,39.94,80.94,61.41,63.785
"ngenContig314||sp|Q9EQX4.1|","Nontoxin","NT",12.16,24.46,50.66,39.98,31.815
"ngenContig3160||218191at32523__Palm_thioest","Nontoxin","NT",20.03,4.07,7.93,32.97,16.25
"ngenContig3166||Nontoxin_ChorrA_ZF-HIT1_xng","Nontoxin","NT",9.59,13.91,13.03,14.19,12.68
"ngenContig3168||Nontoxin_ChorrA_C9orf85_1f8436","Nontoxin","NT",19.04,19.35,17.42,29.08,21.2225
"ngenContig3170||sp|Q9Y365.2|","Nontoxin","NT",67.17,63.49,47.54,29.62,51.955
"ngenContig3178||sp|P60891.2|","Nontoxin","NT",50.14,86.93,71.58,100.88,77.3825
"ngenContig317||sp|Q3SX43.1|","Nontoxin","NT",11.98,18.87,21.36,25.35,19.39
"ngenContig3180||246867at32523","Nontoxin","NT",9.73,28.11,13.43,1.26,13.1325
"ngenContig3185||165500at32523","Nontoxin","NT",44.64,10.28,25.43,32.81,28.29
"ngenContig3185||sp|Q02370|NDUA2_BOVIN","Nontoxin","NT",51.96,61.22,81.12,52.14,61.61
"ngenContig3186||sp|Q13409.3|","Nontoxin","NT",12.78,16.12,8.8,11.7,12.35
"ngenContig3192||Nontoxin_ChorrA_SOSS-C_xng","Nontoxin","NT",15.76,31.71,44.57,37.92,32.49
"ngenContig3197||222719at32523","Nontoxin","NT",17.04,6.93,8.65,8.27,10.2225
"ngenContig3197||Nontoxin_ChorrA_VMA21_xng","Nontoxin","NT",10.17,17.49,20.9,22.63,17.7975
"ngenContig3210||Nontoxin_ChorrA_ChargedMultivesicular5_xng","Nontoxin","NT",19.97,24.71,79.01,20.18,35.9675
"ngenContig3219||Nontoxin_ChorrA_Ferredoxin1_xng","Nontoxin","NT",37.44,28.36,33.68,28.36,31.96
"ngenContig321||sp|P04975|CLCB_BOVIN","Nontoxin","NT",12.54,24.26,15.56,23.41,18.9425
"ngenContig3231||Nontoxin_ChorrA_SignalRec9_xng","Nontoxin","NT",32.19,54.41,54.6,31.57,43.1925
"ngenContig3234||Nontoxin_ChorrA_NatC_xng","Nontoxin","NT",6.46,23.22,52.02,45.14,31.71
"ngenContig3247||sp|P58021.1|","Nontoxin","NT",20.05,22.51,26.65,25.44,23.6625
"ngenContig3252||sp|Q9DBZ5.1|","Nontoxin","NT",133.49,141.82,148.73,193.13,154.2925
"ngenContig3256||195804at32523","Nontoxin","NT",36.06,0,37.48,26.17,24.9275
"ngenContig3263||sp|Q9H267.2|","Nontoxin","NT",17.77,20.11,13.6,15.27,16.6875
"ngenContig3267||sp|P08037.3|","Nontoxin","NT",25.68,15.62,46.29,9.86,24.3625
"ngenContig3268||sp|P48643.1|","Nontoxin","NT",42.51,77.62,89.97,83.17,73.3175
"ngenContig3269||sp|Q14974.2|","Nontoxin","NT",9.12,11.22,21.96,22.33,16.1575
"ngenContig326||Nontoxin_ChorrA_ActinRel4_xng","Nontoxin","NT",24.86,18.91,29.3,22.31,23.845
"ngenContig327||T_cell_tran_alt","Nontoxin","NT",26.19,18.78,13.75,30.83,22.3875
"ngenContig3284||sp|Q8C025.1|","Nontoxin","NT",35.71,12.51,20.75,13.03,20.5
"ngenContig3301||sp|Q5ZKG2.1|","Nontoxin","NT",27.97,46.12,50.64,24.51,37.31
"ngenContig3312||80341at32523","Nontoxin","NT",15.27,0.11,37,3.86,14.06
"ngenContig3312||sp|A7Z035.1|","Nontoxin","NT",17.25,17.8,16.91,12.93,16.2225
"ngenContig3312||sp|Q5VWP2.1|","Nontoxin","NT",33.34,28.01,27.11,17.36,26.455
