"gene_id","class","toxin_family","Cpetl-CLP2324","Cpetl-CLP2326","Cpetl-CLP2327","Average"
"trinityContig18795||sp|Q29RI6.1|","Nontoxin","NT",15.99,11.98,15.2,14.39
"trinityContig18810||sp|Q6IVA4.1|","Nontoxin","NT",30.73,13.77,29.83,24.7767
"trinityContig18827||302715at32523","Nontoxin","NT",41.2,22.72,38.05,33.99
"trinityContig18829||286526at32523","Nontoxin","NT",0,0.69,0,0.23
"trinityContig18837||MYEOV2","Nontoxin","NT",139.01,223.67,171.85,178.1767
"trinityContig18870||213575at32523__Sulfotransfer_1","Nontoxin","NT",20.57,5.66,46.42,24.2167
"trinityContig18883||135540at32523","Nontoxin","NT",10.28,21.09,16.6,15.99
"trinityContig18886||sp|Q9P000.2|","Nontoxin","NT",23.42,28.43,20.57,24.14
"trinityContig18889||257811at32523__TMEM192","Nontoxin","NT",3.26,4.6,7.36,5.0733
"trinityContig1891||sp|O93233.1|","Nontoxin","NT",2.45,4.5,2.97,3.3067
"trinityContig18988||221152at32523__CN_hydrolase","Nontoxin","NT",2.15,1.68,2.42,2.0833
"trinityContig19022||sp|Q6P6B7.1|","Nontoxin","NT",5.68,4.29,5.55,5.1733
"trinityContig19036||223786at32523","Nontoxin","NT",2.27,2.12,2.05,2.1467
"trinityContig19047||sp|P69566.1|","Nontoxin","NT",7.04,5.55,6.11,6.2333
"trinityContig19054||sp|Q6STE5.1|","Nontoxin","NT",2.28,2.24,2.17,2.23
"trinityContig19062||189742at32523__LETM1","Nontoxin","NT",1.31,1.79,2.59,1.8967
"trinityContig19091||sp|Q9D4J7.1|","Nontoxin","NT",4.03,3.49,5.43,4.3167
"trinityContig19099||149850at32523","Nontoxin","NT",3.6,1.72,1.35,2.2233
"trinityContig19103||242271at32523","Nontoxin","NT",3.09,6.61,6.92,5.54
"trinityContig19110||sp|Q13889.2|","Nontoxin","NT",10.41,10.24,6.65,9.1
"trinityContig19114||sp|Q96EZ8.1|","Nontoxin","NT",6.68,9.14,6.58,7.4667
"trinityContig19115||KBP_C","Nontoxin","NT",12.24,10.54,11.5,11.4267
"trinityContig19123||sp|E1C231.1|","Nontoxin","NT",19.22,15.04,23.61,19.29
"trinityContig19154||sp|Q5RFG5.1|","Nontoxin","NT",16.55,15.53,15.23,15.77
"trinityContig19156||sp|P62277.2|","Nontoxin","NT",572.12,789.26,634.74,665.3733
"trinityContig19163||DUF4208","Nontoxin","NT",4.71,7.86,3.09,5.22
"trinityContig19164||60659at32523","Nontoxin","NT",9.08,5.69,10.67,8.48
"trinityContig1916||sp|Q9NXU5.1|","Nontoxin","NT",3.6,2.68,2.03,2.77
"trinityContig19170||sp|Q5ZIF1.1|","Nontoxin","NT",42.2,41.19,44.35,42.58
"trinityContig19171||sp|A2VE14.1|","Nontoxin","NT",24.09,31.27,23.15,26.17
"trinityContig19172||303918at32523","Nontoxin","NT",6.98,4.83,6.93,6.2467
"trinityContig19189||BLOC1S3","Nontoxin","NT",8.58,8.54,10.07,9.0633
"trinityContig19193||sp|P61966.1|","Nontoxin","NT",62.32,63.94,103.01,76.4233
"trinityContig1920||sp|P63279.1|","Nontoxin","NT",20.45,13.02,17.53,17
"trinityContig19213||CCDC-167","Nontoxin","NT",8.14,6.06,12.11,8.77
"trinityContig1923||sp|O95302.2|","Nontoxin","NT",8.7,7.27,7.17,7.7133
"trinityContig1927||292291at32523","Nontoxin","NT",52.08,84.68,70.04,68.9333
"trinityContig19336||sp|Q6GPV5.1|","Nontoxin","NT",30.19,48.05,35.07,37.77
"trinityContig19342||Amino_oxidase","Nontoxin","NT",3.07,3.39,2.76,3.0733
"trinityContig19387||296812at32523","Nontoxin","NT",8.16,0,13.31,7.1567
"trinityContig19403||sp|Q2T9S7.1|","Nontoxin","NT",4.89,7.54,8.28,6.9033
"trinityContig1941||Vps23_core","Nontoxin","NT",1.62,1.21,1.98,1.6033
"trinityContig19446||sp|Q8VE10.1|","Nontoxin","NT",1.61,2.51,3.93,2.6833
"trinityContig1946||262098at32523","Nontoxin","NT",22.21,33.24,19.68,25.0433
"trinityContig19478||176101at32523","Nontoxin","NT",2.41,5.3,1.08,2.93
"trinityContig1947||sp|Q8IWT0.2|","Nontoxin","NT",27.61,18.82,19.12,21.85
"trinityContig19506||sp|Q5ZLY8.3|","Nontoxin","NT",7.43,4.82,10.4,7.55
"trinityContig19590||sp|Q80VP8.1|","Nontoxin","NT",1.49,3.87,3.36,2.9067
"trinityContig1959||sp|P00940.2|","Nontoxin","NT",61.29,83.19,81.93,75.47
"trinityContig1963||184879at32523","Nontoxin","NT",25.39,52.47,25.08,34.3133
"trinityContig1964||sp|A0A1B0GUS4.1|","Nontoxin","NT",5.02,5.34,5.65,5.3367
"trinityContig19729||sp|Q5R591.1|","Nontoxin","NT",9.59,10.39,9.92,9.9667
"trinityContig19730||sp|Q13765.1|","Nontoxin","NT",3.06,3.29,8.13,4.8267
"trinityContig19733||sp|Q9D0W5.1|","Nontoxin","NT",4.05,8.12,5.57,5.9133
"trinityContig19736||sp|Q8TBA6.3|","Nontoxin","NT",16.66,12.09,16.45,15.0667
"trinityContig19758||sp|Q91WD2.2|","Nontoxin","NT",9.51,6.02,10.02,8.5167
"trinityContig19761||sp|Q0VCD2.1|","Nontoxin","NT",5.68,5.91,9.55,7.0467
"trinityContig19770||sp|Q5ZIU8.2|","Nontoxin","NT",3.87,3.85,4.81,4.1767
"trinityContig19773||sp|Q11136.3|","Nontoxin","NT",21.77,32.55,21.88,25.4
"trinityContig19778||sp|Q5R882.1|","Nontoxin","NT",2.27,5.21,7.4,4.96
"trinityContig19787||sp|Q99ME9.3|","Nontoxin","NT",50.81,29.73,55.46,45.3333
"trinityContig19790||19185at32523","Nontoxin","NT",5.3,7.42,4.13,5.6167
"trinityContig19799||sp|Q2HJ23.1|","Nontoxin","NT",6.31,9.09,15.04,10.1467
"trinityContig19802||sp|O42252.1|","Nontoxin","NT",2.96,3.14,3.19,3.0967
"trinityContig19824||sp|Q8CCK0.3|","Nontoxin","NT",11.78,23.74,16.68,17.4
"trinityContig1982||262918at32523__Ras","Nontoxin","NT",22.09,15.31,15.46,17.62
"trinityContig19851||sp|Q5YCC5.1|","Nontoxin","NT",5.99,5.62,7,6.2033
"trinityContig19866||sp|P09917.2|","Nontoxin","NT",5.38,1.49,3.82,3.5633
"trinityContig1989||sp|Q4R4V8.1|","Nontoxin","NT",15.26,20.32,12.81,16.13
"trinityContig19902||INSIG","Nontoxin","NT",33.13,19.62,26.83,26.5267
"trinityContig19925||239568at32523","Nontoxin","NT",8.43,3.84,2.95,5.0733
"trinityContig19995||sp|O97492.3|","Nontoxin","NT",23.3,19.94,28.69,23.9767
"trinityContig19999||sp|Q9I923.1|","Nontoxin","NT",11.09,10.95,16.54,12.86
"trinityContig20001||sp|Q9UMY4.4|","Nontoxin","NT",28.52,30.31,22.1,26.9767
"trinityContig20004||sp|Q5RF54.1|","Nontoxin","NT",15.62,15.32,15.81,15.5833
"trinityContig20008||99455at32523__GTP_EFTU","Nontoxin","NT",22.85,24.58,25.94,24.4567
"trinityContig20021||sp|P56384.1|","Nontoxin","NT",44.87,106.04,71.96,74.29
"trinityContig20031||sp|P62258.1|","Nontoxin","NT",56.64,42.92,43.6,47.72
"trinityContig20038||196361at32523__Pinin_SDK_N","Nontoxin","NT",24.75,35.46,17.35,25.8533
"trinityContig20047||sp|Q9WVA4.4|","Nontoxin","NT",135.75,120.64,137.19,131.1933
"trinityContig20053||sp|Q148C8.1|","Nontoxin","NT",77.4,35.63,57.14,56.7233
"trinityContig20054||sp|Q32N70.1|","Nontoxin","NT",14.12,11.99,12.81,12.9733
"trinityContig20059||Lectin_leg-like","Nontoxin","NT",72.18,62.77,95.51,76.82
"trinityContig20076||DUF4617","Nontoxin","NT",2.68,11.41,9.01,7.7
"trinityContig20078||sp|P04354.3|","Nontoxin","NT",38.99,49.78,61.19,49.9867
"trinityContig20079||sp|P04354.3|","Nontoxin","NT",7.59,4.94,6.4,6.31
"trinityContig20086||sp|P02607.3|","Nontoxin","NT",8.61,1.6,19.37,9.86
"trinityContig20126||106895at32523__BING4CT","Nontoxin","NT",3.12,4.22,3.13,3.49
"trinityContig20128||sp|Q5ZJ41.1|","Nontoxin","NT",2.57,2.75,3.63,2.9833
"trinityContig2013||sp|P61287.1|","Nontoxin","NT",7.56,9.31,9.14,8.67
"trinityContig20156||PFK","Nontoxin","NT",3.27,2.4,4.89,3.52
"trinityContig20185||263200at32523","Nontoxin","NT",7.82,16.72,9.12,11.22
"trinityContig20197||200735at32523__Cyclin_N","Nontoxin","NT",0,0.69,0.73,0.4733
"trinityContig20208||159065at32523__Fam20C","Nontoxin","NT",1.79,2.52,2.82,2.3767
"trinityContig20228||sp|Q91YH5.1|","Nontoxin","NT",6.25,7.31,6.94,6.8333
"trinityContig20250||131843at32523__AdoMet_MTase","Nontoxin","NT",10.33,13.81,12.1,12.08
"trinityContig20251||131843at32523","Nontoxin","NT",0,3.75,0,1.25
"trinityContig20258||sp|Q9NUB1.2|","Nontoxin","NT",10.46,6.98,12.77,10.07
"trinityContig20313||85764at32523","Nontoxin","NT",2.98,0.65,3.37,2.3333
"trinityContig20318||FH2","Nontoxin","NT",1.78,2.72,2.01,2.17
"trinityContig20337||NEMP","Nontoxin","NT",1.18,1.7,0,0.96
"trinityContig20361||sp|Q9Y2R5.1|","Nontoxin","NT",14.3,32.44,29.36,25.3667
"trinityContig2042||sp|Q9UHD8.2|","Nontoxin","NT",7.91,9.1,12.27,9.76
"trinityContig20451||SKA2","Nontoxin","NT",7.88,12.79,12.07,10.9133
"trinityContig20472||sp|Q5RCU5.3|","Nontoxin","NT",24.9,20.59,25.11,23.5333
"trinityContig20502||sp|Q9UBQ7.1|","Nontoxin","NT",14.19,19.08,14.04,15.77
"trinityContig20522||sp|P21281.3|","Nontoxin","NT",23.93,37.45,23.46,28.28
"trinityContig20528||92700at32523__Kelch_1","Nontoxin","NT",2.63,2.91,4.29,3.2767
"trinityContig20544||286785at32523","Nontoxin","NT",3.15,7.25,4.33,4.91
"trinityContig20565||251854at32523","Nontoxin","NT",25.85,25.44,20.54,23.9433
"trinityContig20571||sp|P30043.3|","Nontoxin","NT",16.96,18.58,18.4,17.98
"trinityContig20577||sp|P47897.1|","Nontoxin","NT",12.3,18.35,11,13.8833
"trinityContig20581||sp|Q5R561.1|","Nontoxin","NT",20.66,19.76,24.68,21.7
"trinityContig20584||sp|Q9PRL8.1|","Nontoxin","NT",63.09,95.1,60.36,72.85
"trinityContig20602||sp|O14548.2|","Nontoxin","NT",14.63,15.44,10.61,13.56
"trinityContig20603||sp|Q9Y512.3|","Nontoxin","NT",10.16,11.56,14.74,12.1533
"trinityContig20628||sp|Q5ZKS6.1|","Nontoxin","NT",13.76,7.51,13.89,11.72
"trinityContig2063||195601at32523__Mito_carr","Nontoxin","NT",2.62,4.93,8.13,5.2267
"trinityContig20667||sp|P00719.2|","Nontoxin","NT",20.07,28.08,27.21,25.12
"trinityContig20671||sp|Q99KL7.1|","Nontoxin","NT",14.07,17.42,14.14,15.21
"trinityContig20692||sp|P33879.1|","Nontoxin","NT",17.79,14.77,12.33,14.9633
"trinityContig20716||sp|Q91VN6.2|","Nontoxin","NT",11.02,9.49,11.35,10.62
"trinityContig20804||237297at32523","Nontoxin","NT",21.1,32.32,19.1,24.1733
"trinityContig20820||sp|Q5F3N0.1|","Nontoxin","NT",9.59,9.18,9.15,9.3067
"trinityContig20825||sp|O00194.4|","Nontoxin","NT",12.62,10.8,14.57,12.6633
"trinityContig2082||223786at32523","Nontoxin","NT",4.99,2.41,4.32,3.9067
"trinityContig20830||sp|Q6INX3.1|","Nontoxin","NT",13.11,8.15,8.11,9.79
"trinityContig20837||sp|P11023.3|","Nontoxin","NT",1.48,3.48,3.01,2.6567
"trinityContig20839||109514at32523__FAM35_C","Nontoxin","NT",3.91,6.53,6.4,5.6133
"trinityContig20840||183646at32523","Nontoxin","NT",43.67,36.5,34.34,38.17
"trinityContig20868||sp|Q5E9J9.1|","Nontoxin","NT",9.52,3.81,5.8,6.3767
"trinityContig20870||sp|Q6DDR3.2|","Nontoxin","NT",22.01,20.82,15.71,19.5133
"trinityContig20885||sp|P41316.1|","Nontoxin","NT",0,1.37,5.41,2.26
"trinityContig2089||sp|Q3SZX8.1|","Nontoxin","NT",3.66,13.03,4.12,6.9367
"trinityContig2094||sp|P97390.1|","Nontoxin","NT",13.55,10.44,10.52,11.5033
"trinityContig20957||209985at32523","Nontoxin","NT",3.31,2.32,3.23,2.9533
"trinityContig2096||255400at32523","Nontoxin","NT",1.54,5.18,2.09,2.9367
"trinityContig20982||sp|Q53H80.2|","Nontoxin","NT",4.68,6.35,4.87,5.3
"trinityContig20998||224090at32523__Scramblase","Nontoxin","NT",5.8,4.28,3.27,4.45
"trinityContig21005||216755at32523","Nontoxin","NT",0.8,0.95,0,0.5833
"trinityContig2100||221262at32523__Inositol_P","Nontoxin","NT",3.74,4.59,3.68,4.0033
"trinityContig21040||sp|Q9BTY2.2|","Nontoxin","NT",3.18,3.35,3.33,3.2867
"trinityContig21041||sp|Q9I8F4.1|","Nontoxin","NT",0,0.56,4.66,1.74
"trinityContig21055||182549at32523","Nontoxin","NT",2.92,2.29,3.29,2.8333
"trinityContig21089||257104at32523","Nontoxin","NT",9.65,8.93,11.51,10.03
"trinityContig21154||202485at32523","Nontoxin","NT",2.06,2.32,2.32,2.2333
"trinityContig21174||sp|P42677.3|","Nontoxin","NT",710.71,989.29,649.53,783.1767
"trinityContig21187||sp|Q6DK72.1|","Nontoxin","NT",35.98,38.68,38.51,37.7233
"trinityContig2119||sp|Q9DCM4.2|","Nontoxin","NT",2.11,1.27,7.07,3.4833
"trinityContig2124||189246at32523__Peptidase_C78","Nontoxin","NT",9.37,12.06,11.64,11.0233
"trinityContig21253||267520at32523","Nontoxin","NT",3.3,5.94,4.33,4.5233
"trinityContig21255||sp|Q99592.1|","Nontoxin","NT",2.2,3.41,3.62,3.0767
"trinityContig21295||241812at32523__BPS","Nontoxin","NT",6.98,2.47,5.62,5.0233
"trinityContig21299||sp|Q9CZR8.1|","Nontoxin","NT",9.79,10.01,12.07,10.6233
"trinityContig21305||sp|Q8BHB4.1|","Nontoxin","NT",4.98,4.93,4.66,4.8567
"trinityContig21320||sp|Q5ZMN3.1|","Nontoxin","NT",26.32,39.98,29.93,32.0767
"trinityContig21338||293253at32523__Sen15","Nontoxin","NT",5.85,5.3,5.77,5.64
"trinityContig2133||sp|P52292.1|","Nontoxin","NT",11.4,14.99,13.79,13.3933
"trinityContig21342||TPX2","Nontoxin","NT",0.38,1.92,1.28,1.1933
"trinityContig21348||246864at32523","Nontoxin","NT",9.47,9.7,10.22,9.7967
"trinityContig21353||sp|Q6GN21.1|","Nontoxin","NT",3.82,3.25,3.49,3.52
"trinityContig21364||sp|P48995.1|","Nontoxin","NT",3.63,2.21,3.44,3.0933
"trinityContig21366||sp|Q86V85.1|","Nontoxin","NT",14.68,8.95,13.51,12.38
"trinityContig21379||sp|Q9NWX6.2|","Nontoxin","NT",3.4,4.43,3.16,3.6633
"trinityContig21399||163226at32523__Annexin","Nontoxin","NT",7.91,7.54,11.22,8.89
"trinityContig21434||sp|Q12981.3|","Nontoxin","NT",13.56,11.91,12.74,12.7367
"trinityContig21444||Pterin_4a","Nontoxin","NT",8.97,13.93,10.76,11.22
"trinityContig21465||sp|Q8N4G2.2|","Nontoxin","NT",3.6,3.53,4.06,3.73
"trinityContig21489||sp|Q02742.2|","Nontoxin","NT",6.73,6.99,8.19,7.3033
"trinityContig21504||213568at32523","Nontoxin","NT",2.56,5.01,4.53,4.0333
"trinityContig21506||218191at32523__Palm_thioest","Nontoxin","NT",11.69,14.44,13.41,13.18
"trinityContig21506||sp|P62072.1|","Nontoxin","NT",4.91,10.05,14.56,9.84
"trinityContig21509||151181at32523","Nontoxin","NT",1.37,2.67,4.62,2.8867
"trinityContig21560||sp|Q28GF8.1|","Nontoxin","NT",13.01,10.04,15.91,12.9867
"trinityContig21575||144435at32523","Nontoxin","NT",5.74,3.79,9.01,6.18
"trinityContig21607||235478at32523","Nontoxin","NT",26.15,31.88,17.92,25.3167
"trinityContig21623||sp|A0A087WV53.1|","Nontoxin","NT",5.12,1.37,10.03,5.5067
"trinityContig2163||sp|Q5F389.2|","Nontoxin","NT",2.27,3.27,2.56,2.7
"trinityContig2165||sp|Q925B0.2|","Nontoxin","NT",4.47,4.64,5.89,5
"trinityContig2166||sp|P52162.1|","Nontoxin","NT",6.82,7.85,5.9,6.8567
"trinityContig21762||252117at32523__UPF0193","Nontoxin","NT",1.09,1.28,2.15,1.5067
"trinityContig2176||sp|Q5R673.1|","Nontoxin","NT",3.94,3.82,5.36,4.3733
"trinityContig21779||256267at32523","Nontoxin","NT",11.47,17.8,15.1,14.79
"trinityContig21784||sp|Q5ZL18.1|","Nontoxin","NT",14.22,14.89,7.11,12.0733
"trinityContig2178||sp|Q5ZIS0.1|","Nontoxin","NT",14.31,15.56,18.25,16.04
"trinityContig21801||sp|G1S9B8.1|","Nontoxin","NT",2.97,3.03,3.31,3.1033
"trinityContig21806||sp|P00367.2|","Nontoxin","NT",16.78,17.27,17.35,17.1333
"trinityContig21818||200735at32523__Cyclin_N","Nontoxin","NT",7.43,5.66,8.73,7.2733
"trinityContig21837||230860at32523","Nontoxin","NT",2.86,5.02,3.87,3.9167
"trinityContig21860||sp|P13623.1|","Nontoxin","NT",1.61,5.5,0,2.37
"trinityContig21877||sp|Q17QQ1.1|","Nontoxin","NT",9.01,7.15,4.21,6.79
"trinityContig21882||sp|Q8R0A0.1|","Nontoxin","NT",15.72,17.55,20.64,17.97
"trinityContig219||235011at32523","Nontoxin","NT",4.41,0.5,3.54,2.8167
"trinityContig22036||sp|Q5VUM1.1|","Nontoxin","NT",17.51,32.64,19.6,23.25
"trinityContig2204||96935at32523","Nontoxin","NT",1.58,2.57,3.92,2.69
"trinityContig22089||sp|Q5R5M0.2|","Nontoxin","NT",12.77,15.29,14.85,14.3033
"trinityContig22138||sp|Q5M7Z0.2|","Nontoxin","NT",22.4,25.25,32.19,26.6133
"trinityContig22157||227135at32523","Nontoxin","NT",6.74,3.76,19,9.8333
"trinityContig2217||Troponin","Nontoxin","NT",20.56,1.6,26.54,16.2333
"trinityContig22274||288701at32523__Pept_tRNA_hydro","Nontoxin","NT",1.91,4.57,3.69,3.39
"trinityContig22279||DUF4061","Nontoxin","NT",6.52,4.36,7.35,6.0767
"trinityContig22322||194240at32523","Nontoxin","NT",1.47,1.01,3.32,1.9333
"trinityContig22333||sp|Q5ZMV7.1|","Nontoxin","NT",5.8,4.73,3.38,4.6367
"trinityContig22334||293265at32523","Nontoxin","NT",7.87,8.26,11.28,9.1367
"trinityContig22353||301160at32523","Nontoxin","NT",9.49,33.04,30.27,24.2667
"trinityContig22364||sp|O14562.2|","Nontoxin","NT",17.09,27.49,24.63,23.07
"trinityContig22369||182302at32523__Peptidase_A22B","Nontoxin","NT",12.76,6.19,9.65,9.5333
"trinityContig22377||sp|B2GUZ5.1|","Nontoxin","NT",4.19,4.73,6.38,5.1
"trinityContig2237||sp|Q5F486.1|","Nontoxin","NT",2.91,2.77,4.24,3.3067
"trinityContig22382||Ist1","Nontoxin","NT",3.25,1.08,4.65,2.9933
"trinityContig22383||201072at32523","Nontoxin","NT",10.65,8.41,8.12,9.06
"trinityContig2238||sp|Q9UKJ5.1|","Nontoxin","NT",6.81,6.06,5.62,6.1633
"trinityContig22391||ANAPC16","Nontoxin","NT",25.13,45.64,43.31,38.0267
"trinityContig22399||142037at32523__Methyltransf_10","Nontoxin","NT",6.26,2.38,4.72,4.4533
"trinityContig22410||247942at32523__UQ_con","Nontoxin","NT",15.59,11.39,14.14,13.7067
"trinityContig22418||sp|Q2T9W6.1|","Nontoxin","NT",7.59,4.47,6.8,6.2867
"trinityContig22419||sp|P31748.1|","Nontoxin","NT",5.74,3.93,4.19,4.62
"trinityContig22425||sp|Q9H1U9.1|","Nontoxin","NT",5.69,6.8,4.59,5.6933
"trinityContig22426||sp|P62915.1|","Nontoxin","NT",6.47,7.69,10.02,8.06
"trinityContig22459||264039at32523__C1q","Nontoxin","NT",0.26,2.01,3.2,1.8233
"trinityContig22459||sp|F1R4U0.2|","Nontoxin","NT",8.92,13.1,13.15,11.7233
"trinityContig22465||sp|Q5EAD2.3|","Nontoxin","NT",81.93,127.24,118.32,109.1633
"trinityContig22472||sp|O14929.1|","Nontoxin","NT",5.43,8.44,7.98,7.2833
"trinityContig2247||RGM_C","Nontoxin","NT",2.65,2.2,3.27,2.7067
"trinityContig22497||sp|Q5F352.1|","Nontoxin","NT",5.9,6.78,15.37,9.35
"trinityContig22516||sp|Q5ZMC9.1|","Nontoxin","NT",5.37,4.96,3.6,4.6433
"trinityContig22528||sp|Q13948.2|","Nontoxin","NT",12.2,13.65,11.37,12.4067
"trinityContig22541||sp|O60830.1|","Nontoxin","NT",17.44,13.68,14.85,15.3233
"trinityContig22561||sp|A2VDZ9.1|","Nontoxin","NT",22.67,18.19,21.16,20.6733
"trinityContig22562||sp|Q2YDN6.1|","Nontoxin","NT",11.21,15.34,6.32,10.9567
"trinityContig22566||sp|Q8QFP1.1|","Nontoxin","NT",12.18,11.03,11.58,11.5967
"trinityContig22572||155761at32523","Nontoxin","NT",4.54,3.31,3.07,3.64
"trinityContig22623||sp|P63083.1|","Nontoxin","NT",68.27,61.74,14.88,48.2967
"trinityContig22627||sp|B5FZ63.1|","Nontoxin","NT",9.49,29.19,22.7,20.46
"trinityContig22629||138099at32523__Peptidase_C54","Nontoxin","NT",19.62,15.05,18.11,17.5933
"trinityContig22632||160273at32523","Nontoxin","NT",3.13,2.34,3.8,3.09
"trinityContig22645||sp|F6ZFR0.1|","Nontoxin","NT",1.69,0.51,4.77,2.3233
"trinityContig2267||sp|O02776.1|","Nontoxin","NT",5.99,5.42,6.05,5.82
"trinityContig22699||66292at32523__Transferrin","Nontoxin","NT",41.16,3.54,17.31,20.67
"trinityContig22707||253283at32523__Trypsin","Nontoxin","NT",2.95,5.46,2.37,3.5933
"trinityContig22708||sp|P28562.3|","Nontoxin","NT",17.9,8.2,20.22,15.44
"trinityContig2270||sp|Q15438.1|","Nontoxin","NT",6.65,5.71,7.67,6.6767
"trinityContig22719||sp|Q01406.1|","Nontoxin","NT",17.31,12.17,16.25,15.2433
"trinityContig22741||250555at32523","Nontoxin","NT",1.81,1.77,1.28,1.62
"trinityContig22750||sp|Q13163.2|","Nontoxin","NT",7.49,9.36,11.6,9.4833
"trinityContig22752||160273at32523__DEAD","Nontoxin","NT",10.13,10.76,11.1,10.6633
"trinityContig22753||sp|F8RT80.1|","Nontoxin","NT",62.13,92.16,43.61,65.9667
"trinityContig22758||217531at32523","Nontoxin","NT",2.94,2.75,5.26,3.65
"trinityContig22794||MINDY_DUB","Nontoxin","NT",26.54,22.19,28.03,25.5867
"trinityContig22795||194949at32523","Nontoxin","NT",9.8,8.52,9.13,9.15
"trinityContig22799||sp|Q5R7N2.1|","Nontoxin","NT",9.62,8.11,9.58,9.1033
"trinityContig22843||sp|Q5RB02.1|","Nontoxin","NT",15.2,20.69,19.94,18.61
"trinityContig22847||144070at32523__zf-CpG_bind_C","Nontoxin","NT",5.17,5.97,6.63,5.9233
"trinityContig22853||RasGAP","Nontoxin","NT",3.83,2.3,5.32,3.8167
"trinityContig22866||sp|Q6P499.1|","Nontoxin","NT",6.74,5.46,11.25,7.8167
"trinityContig22872||sp|Q5ZJ08.1|","Nontoxin","NT",33.7,37.6,36.15,35.8167
"trinityContig22877||sp|Q5ZKI2.1|","Nontoxin","NT",2.72,2.81,2.3,2.61
"trinityContig22882||sp|Q9H267.2|","Nontoxin","NT",14.56,31.47,17.9,21.31
"trinityContig22885||sp|Q8WVP7.1|","Nontoxin","NT",14.31,4.83,13.31,10.8167
"trinityContig22893||sp|P05455.2|","Nontoxin","NT",17.57,25.99,12.58,18.7133
"trinityContig22913||167576at32523","Nontoxin","NT",0,0.92,1.74,0.8867
"trinityContig22916||sp|Q66KJ5.2|","Nontoxin","NT",26.04,7.06,15.39,16.1633
"trinityContig22957||sp|Q96KB5.3|","Nontoxin","NT",1.07,3.89,2.62,2.5267
"trinityContig23031||sp|P02434.2|","Nontoxin","NT",454.3,817.31,450.4,574.0033
"trinityContig2306||sp|P37804.3|","Nontoxin","NT",3.37,10.28,4.18,5.9433
"trinityContig2316||sp|O14595.2|","Nontoxin","NT",3.81,0.84,4.58,3.0767
"trinityContig23176||sp|P80513.2|","Nontoxin","NT",786.59,595.1,948.08,776.59
"trinityContig23187||sp|A4IGU9.1|","Nontoxin","NT",138.46,231.72,190.24,186.8067
"trinityContig23195||62044at32523__Rab_bind","Nontoxin","NT",12.99,10.72,7.56,10.4233
"trinityContig23202||sp|P68254.1|","Nontoxin","NT",122.78,111.14,121.43,118.45
"trinityContig23206||sp|Q91W90.2|","Nontoxin","NT",88.77,76.64,108.11,91.1733
"trinityContig23208||MFS_2","Nontoxin","NT",2.2,4.11,3.71,3.34
"trinityContig23215||sp|Q5U2X6.1|","Nontoxin","NT",11.25,4.97,17.4,11.2067
"trinityContig23223||sp|Q9W7L0.3|","Nontoxin","NT",26.91,51.2,67.35,48.4867
"trinityContig23227||sp|O00180.1|","Nontoxin","NT",6.86,12.19,9.29,9.4467
"trinityContig23236||sp|Q5R454.1|","Nontoxin","NT",28.91,22.61,36.33,29.2833
"trinityContig23244||259614at32523","Nontoxin","NT",24.77,23.8,20.49,23.02
"trinityContig2326||COLFI","Nontoxin","NT",0,2.59,0,0.8633
"trinityContig23319||sp|Q8CBY8.1|","Nontoxin","NT",4.87,4.73,6.95,5.5167
"trinityContig23333||sp|Q32PA5.1|","Nontoxin","NT",5.65,21.51,9.54,12.2333
"trinityContig23354||165745at32523__RRM_1","Nontoxin","NT",9.03,6.65,5.94,7.2067
"trinityContig23359||sp|P68366.1|","Nontoxin","NT",40.43,75.7,67.66,61.2633
"trinityContig23363||NIPSNAP","Nontoxin","NT",14.36,19.03,14.51,15.9667
"trinityContig23364||sp|O60476.1|","Nontoxin","NT",49.22,51.07,45.74,48.6767
"trinityContig2336||251159at32523","Nontoxin","NT",5.38,4.48,5.24,5.0333
"trinityContig23374||sp|Q5ZKB7.1|","Nontoxin","NT",8.44,7.27,5.73,7.1467
"trinityContig23376||sp|Q5ZMV2.1|","Nontoxin","NT",10.76,13.66,10.24,11.5533
"trinityContig23385||sp|E1BRE2.1|","Nontoxin","NT",35.69,36.76,32.96,35.1367
"trinityContig23396||sp|P13214.2|","Nontoxin","NT",33.26,58.13,29.49,40.2933
"trinityContig23401||259614at32523__Ank_5","Nontoxin","NT",3.98,3.89,3.83,3.9
"trinityContig23407||sp|Q14344.2|","Nontoxin","NT",7.48,3.78,7.1,6.12
"trinityContig2340||sp|Q66JD9.1|","Nontoxin","NT",8.36,10.02,11.44,9.94
"trinityContig23414||sp|Q90595.1|","Nontoxin","NT",2.15,3.17,7.85,4.39
"trinityContig23419||sp|P46411.1|","Nontoxin","NT",15.5,16.11,18.82,16.81
"trinityContig23429||sp|Q6NXH3.1|","Nontoxin","NT",18.57,12.81,18.18,16.52
"trinityContig2342||128093at32523","Nontoxin","NT",1.01,1.31,1.33,1.2167
"trinityContig23433||213003at32523","Nontoxin","NT",26.78,39.39,25.33,30.5
"trinityContig23437||DUF4500","Nontoxin","NT",118.56,145.89,90.11,118.1867
"trinityContig23448||sp|Q3B8E3.1|","Nontoxin","NT",23.35,18.72,17.99,20.02
"trinityContig23451||109356at32523__CBF","Nontoxin","NT",12.47,20.1,12.95,15.1733
"trinityContig23459||sp|Q9R0M8.1|","Nontoxin","NT",16.05,17.69,20.08,17.94
